GeneralParams(name='runs/CIFAR10/8norm1mean',
              console=True,
              tensorboard=True,
              load=False,
              test=False,
              cuda=True,
              num_workers=4,
              gpu='1',
              visualize=False)
DatasetParams(dataset='CIFAR10', image_size=32)
TrainerParams(batch_size=128,
              optimizer='AdamW',
              lr=0.001,
              lr_morpho=1,
              weight_decay=0,
              max_epochs=400,
              scheduler='CosineAnnealingLR',
              amp=True)
ModelParams(model='ResNet8',
            morpho_type='infinity',
            expansion=8,
            morpho_init='normal',
            relu=False,
            conv_type='norm1',
            norm_type='mean')
Using cuda backend
=================================================================================================================================================
Layer (type:depth-idx)                        Kernel Shape              Input Shape               Output Shape              Param #
=================================================================================================================================================
ResNet                                        --                        [128, 3, 32, 32]          [128, 10]                 --
├─Conv2d: 1-1                                 [3, 3]                    [128, 3, 32, 32]          [128, 16, 32, 32]         432
├─BatchNorm2d: 1-2                            --                        [128, 16, 32, 32]         [128, 16, 32, 32]         32
├─Sequential: 1-3                             --                        [128, 16, 32, 32]         [128, 16, 32, 32]         --
│    └─InfinityBlock: 2-1                     --                        [128, 16, 32, 32]         [128, 16, 32, 32]         --
│    │    └─Conv1x1: 3-1                      --                        [128, 16, 32, 32]         [128, 16, 32, 32]         256
│    │    └─BatchNorm2d: 3-2                  --                        [128, 16, 32, 32]         [128, 16, 32, 32]         16
│    │    └─InfinityConv: 3-3                 3                         [128, 16, 32, 32]         [128, 16, 32, 32]         144
│    │    └─BatchNorm2d: 3-4                  --                        [128, 16, 32, 32]         [128, 16, 32, 32]         16
│    │    └─Identity: 3-5                     --                        [128, 16, 32, 32]         [128, 16, 32, 32]         --
├─Sequential: 1-4                             --                        [128, 16, 32, 32]         [128, 32, 16, 16]         --
│    └─InfinityBlock: 2-2                     --                        [128, 16, 32, 32]         [128, 32, 16, 16]         --
│    │    └─Conv1x1: 3-6                      --                        [128, 16, 32, 32]         [128, 32, 32, 32]         512
│    │    └─BatchNorm2d: 3-7                  --                        [128, 32, 32, 32]         [128, 32, 32, 32]         32
│    │    └─InfinityConv: 3-8                 3                         [128, 32, 32, 32]         [128, 32, 16, 16]         288
│    │    └─BatchNorm2d: 3-9                  --                        [128, 32, 16, 16]         [128, 32, 16, 16]         32
│    │    └─Conv1x1: 3-10                     --                        [128, 16, 32, 32]         [128, 32, 16, 16]         512
├─Sequential: 1-5                             --                        [128, 32, 16, 16]         [128, 64, 8, 8]           --
│    └─InfinityBlock: 2-3                     --                        [128, 32, 16, 16]         [128, 64, 8, 8]           --
│    │    └─Conv1x1: 3-11                     --                        [128, 32, 16, 16]         [128, 64, 16, 16]         2,048
│    │    └─BatchNorm2d: 3-12                 --                        [128, 64, 16, 16]         [128, 64, 16, 16]         64
│    │    └─InfinityConv: 3-13                3                         [128, 64, 16, 16]         [128, 64, 8, 8]           576
│    │    └─BatchNorm2d: 3-14                 --                        [128, 64, 8, 8]           [128, 64, 8, 8]           64
│    │    └─Conv1x1: 3-15                     --                        [128, 32, 16, 16]         [128, 64, 8, 8]           2,048
├─Linear: 1-6                                 --                        [128, 64]                 [128, 10]                 650
=================================================================================================================================================
Total params: 7,722
Trainable params: 7,722
Non-trainable params: 0
Total mult-adds (M): 258.07
=================================================================================================================================================
Input size (MB): 1.57
Forward/backward pass size (MB): 239.09
Params size (MB): 0.03
Estimated Total Size (MB): 240.69
=================================================================================================================================================| epoch   1 | time  3.78s | loss 2.0767 | train_acc 21.60 | val_acc 25.71 | lr 1.00e-03| best
| epoch  33 | time  3.37s | loss 1.5213 | train_acc 43.85 | val_acc 43.53 | lr 9.84e-04| best
| epoch  34 | time  3.38s | loss 1.5142 | train_acc 44.21 | val_acc 40.68 | lr 9.83e-04|
| epoch  35 | time  3.36s | loss 1.5070 | train_acc 44.36 | val_acc 41.77 | lr 9.82e-04|
| epoch  36 | time  3.37s | loss 1.5018 | train_acc 44.83 | val_acc 42.63 | lr 9.81e-04|
| epoch  37 | time  3.36s | loss 1.4945 | train_acc 45.34 | val_acc 43.78 | lr 9.80e-04| best
| epoch  38 | time  3.39s | loss 1.4894 | train_acc 45.45 | val_acc 41.96 | lr 9.79e-04|
| epoch  39 | time  3.38s | loss 1.4832 | train_acc 45.64 | val_acc 43.29 | lr 9.78e-04|
| epoch  40 | time  3.36s | loss 1.4788 | train_acc 46.02 | val_acc 45.04 | lr 9.77e-04| best
| epoch  41 | time  3.36s | loss 1.4726 | train_acc 45.99 | val_acc 44.55 | lr 9.76e-04|
| epoch  42 | time  3.36s | loss 1.4684 | train_acc 46.63 | val_acc 44.93 | lr 9.74e-04|
| epoch  43 | time  3.38s | loss 1.4582 | train_acc 46.89 | val_acc 44.53 | lr 9.73e-04|
| epoch  44 | time  3.37s | loss 1.4581 | train_acc 46.98 | val_acc 45.14 | lr 9.72e-04| best
| epoch  45 | time  3.36s | loss 1.4513 | train_acc 47.34 | val_acc 46.16 | lr 9.70e-04| best
| epoch  46 | time  3.37s | loss 1.4486 | train_acc 47.30 | val_acc 45.74 | lr 9.69e-04|
| epoch  47 | time  3.38s | loss 1.4442 | train_acc 47.59 | val_acc 45.17 | lr 9.68e-04|
| epoch  48 | time  3.36s | loss 1.4343 | train_acc 47.76 | val_acc 46.54 | lr 9.66e-04| best
| epoch  49 | time  3.37s | loss 1.4330 | train_acc 48.03 | val_acc 45.18 | lr 9.65e-04|
| epoch  50 | time  3.39s | loss 1.4290 | train_acc 47.93 | val_acc 46.34 | lr 9.63e-04|
| epoch  51 | time  3.36s | loss 1.4228 | train_acc 48.63 | val_acc 43.18 | lr 9.62e-04|
| epoch  52 | time  3.38s | loss 1.4222 | train_acc 48.51 | val_acc 47.09 | lr 9.60e-04| best
| epoch  53 | time  3.37s | loss 1.4150 | train_acc 48.71 | val_acc 45.86 | lr 9.59e-04|
| epoch  54 | time  3.35s | loss 1.4110 | train_acc 49.06 | val_acc 47.60 | lr 9.57e-04| best
| epoch  55 | time  3.37s | loss 1.4100 | train_acc 49.26 | val_acc 47.07 | lr 9.56e-04|
| epoch  56 | time  3.36s | loss 1.4062 | train_acc 49.06 | val_acc 45.04 | lr 9.54e-04|
| epoch  57 | time  3.36s | loss 1.3999 | train_acc 49.43 | val_acc 46.20 | lr 9.52e-04|
| epoch  58 | time  3.37s | loss 1.3973 | train_acc 49.59 | val_acc 46.31 | lr 9.51e-04|
| epoch  59 | time  3.38s | loss 1.3887 | train_acc 50.04 | val_acc 47.96 | lr 9.49e-04| best
| epoch  60 | time  3.37s | loss 1.3863 | train_acc 50.20 | val_acc 48.78 | lr 9.47e-04| best
| epoch  61 | time  3.35s | loss 1.3825 | train_acc 50.26 | val_acc 47.62 | lr 9.46e-04|
| epoch  62 | time  3.36s | loss 1.3780 | train_acc 50.27 | val_acc 47.92 | lr 9.44e-04|
| epoch  63 | time  3.37s | loss 1.3772 | train_acc 50.63 | val_acc 48.63 | lr 9.42e-04|
| epoch  64 | time  3.40s | loss 1.3779 | train_acc 50.40 | val_acc 49.59 | lr 9.40e-04| best
| epoch  65 | time  3.37s | loss 1.3680 | train_acc 50.90 | val_acc 48.55 | lr 9.38e-04|
| epoch  66 | time  3.36s | loss 1.3692 | train_acc 50.93 | val_acc 48.82 | lr 9.36e-04|
| epoch  67 | time  3.37s | loss 1.3668 | train_acc 50.92 | val_acc 49.63 | lr 9.34e-04| best
| epoch  68 | time  3.37s | loss 1.3619 | train_acc 51.21 | val_acc 48.21 | lr 9.32e-04|
| epoch  69 | time  3.36s | loss 1.3584 | train_acc 51.35 | val_acc 49.29 | lr 9.30e-04|
| epoch  70 | time  3.38s | loss 1.3557 | train_acc 51.36 | val_acc 48.89 | lr 9.28e-04|
| epoch  71 | time  3.37s | loss 1.3526 | train_acc 51.57 | val_acc 49.17 | lr 9.26e-04|
| epoch  72 | time  3.36s | loss 1.3512 | train_acc 51.55 | val_acc 51.61 | lr 9.24e-04| best
| epoch  73 | time  3.35s | loss 1.3448 | train_acc 51.81 | val_acc 49.88 | lr 9.22e-04|
| epoch  74 | time  3.39s | loss 1.3439 | train_acc 51.74 | val_acc 48.93 | lr 9.20e-04|
| epoch  75 | time  3.37s | loss 1.3413 | train_acc 52.09 | val_acc 48.97 | lr 9.18e-04|
| epoch  76 | time  3.40s | loss 1.3377 | train_acc 51.98 | val_acc 49.10 | lr 9.16e-04|
| epoch  77 | time  3.37s | loss 1.3370 | train_acc 52.23 | val_acc 49.81 | lr 9.14e-04|
| epoch  78 | time  3.37s | loss 1.3374 | train_acc 52.11 | val_acc 50.14 | lr 9.11e-04|
| epoch  79 | time  3.36s | loss 1.3300 | train_acc 52.57 | val_acc 50.71 | lr 9.09e-04|
| epoch  80 | time  3.36s | loss 1.3275 | train_acc 52.62 | val_acc 47.24 | lr 9.07e-04|
| epoch  81 | time  3.38s | loss 1.3249 | train_acc 52.72 | val_acc 50.80 | lr 9.05e-04|
| epoch  82 | time  3.36s | loss 1.3259 | train_acc 52.63 | val_acc 43.80 | lr 9.02e-04|
| epoch  83 | time  3.37s | loss 1.3201 | train_acc 52.90 | val_acc 50.69 | lr 9.00e-04|
| epoch  84 | time  3.35s | loss 1.3231 | train_acc 52.69 | val_acc 50.27 | lr 8.97e-04|
| epoch  85 | time  3.36s | loss 1.3169 | train_acc 52.87 | val_acc 50.26 | lr 8.95e-04|
| epoch  86 | time  3.36s | loss 1.3143 | train_acc 52.79 | val_acc 50.32 | lr 8.93e-04|
| epoch  87 | time  3.37s | loss 1.3170 | train_acc 52.82 | val_acc 50.49 | lr 8.90e-04|
| epoch  88 | time  3.37s | loss 1.3142 | train_acc 53.07 | val_acc 47.02 | lr 8.88e-04|
| epoch  89 | time  3.36s | loss 1.3119 | train_acc 53.02 | val_acc 51.08 | lr 8.85e-04|
| epoch  90 | time  3.36s | loss 1.3064 | train_acc 53.26 | val_acc 50.74 | lr 8.83e-04|
| epoch  91 | time  3.37s | loss 1.3088 | train_acc 53.32 | val_acc 50.85 | lr 8.80e-04|
| epoch  92 | time  3.38s | loss 1.3005 | train_acc 53.85 | val_acc 52.15 | lr 8.78e-04| best
| epoch  93 | time  3.38s | loss 1.3014 | train_acc 53.52 | val_acc 52.37 | lr 8.75e-04| best
| epoch  94 | time  3.35s | loss 1.2980 | train_acc 53.45 | val_acc 51.19 | lr 8.72e-04|
| epoch  95 | time  3.39s | loss 1.2952 | train_acc 53.81 | val_acc 52.99 | lr 8.70e-04| best
| epoch  96 | time  3.38s | loss 1.2983 | train_acc 53.73 | val_acc 51.38 | lr 8.67e-04|
| epoch  97 | time  3.37s | loss 1.2951 | train_acc 53.78 | val_acc 52.36 | lr 8.64e-04|
| epoch  98 | time  3.37s | loss 1.2895 | train_acc 54.26 | val_acc 52.08 | lr 8.62e-04|
| epoch  99 | time  3.37s | loss 1.2893 | train_acc 53.79 | val_acc 51.14 | lr 8.59e-04|
| epoch 100 | time  3.36s | loss 1.2866 | train_acc 54.11 | val_acc 52.31 | lr 8.56e-04|
| epoch 101 | time  3.36s | loss 1.2884 | train_acc 53.97 | val_acc 47.58 | lr 8.54e-04|
| epoch 102 | time  3.36s | loss 1.2890 | train_acc 54.06 | val_acc 52.39 | lr 8.51e-04|
| epoch 103 | time  3.37s | loss 1.2847 | train_acc 54.31 | val_acc 50.61 | lr 8.48e-04|
| epoch 104 | time  3.36s | loss 1.2788 | train_acc 54.49 | val_acc 51.23 | lr 8.45e-04|
| epoch 105 | time  3.35s | loss 1.2788 | train_acc 54.45 | val_acc 51.41 | lr 8.42e-04|
| epoch 106 | time  3.36s | loss 1.2766 | train_acc 54.41 | val_acc 51.06 | lr 8.39e-04|
| epoch 107 | time  3.37s | loss 1.2779 | train_acc 54.65 | val_acc 49.16 | lr 8.37e-04|
| epoch 108 | time  3.37s | loss 1.2710 | train_acc 54.48 | val_acc 53.71 | lr 8.34e-04| best
| epoch 109 | time  3.36s | loss 1.2724 | train_acc 54.51 | val_acc 52.46 | lr 8.31e-04|
| epoch 110 | time  3.37s | loss 1.2703 | train_acc 54.84 | val_acc 52.53 | lr 8.28e-04|
| epoch 111 | time  3.37s | loss 1.2674 | train_acc 54.80 | val_acc 52.61 | lr 8.25e-04|
| epoch 112 | time  3.37s | loss 1.2723 | train_acc 54.67 | val_acc 52.14 | lr 8.22e-04|
| epoch 113 | time  3.38s | loss 1.2663 | train_acc 55.06 | val_acc 50.70 | lr 8.19e-04|
| epoch 114 | time  3.37s | loss 1.2624 | train_acc 55.04 | val_acc 53.65 | lr 8.16e-04|
| epoch 115 | time  3.37s | loss 1.2640 | train_acc 54.83 | val_acc 51.09 | lr 8.13e-04|
| epoch 116 | time  3.35s | loss 1.2647 | train_acc 54.99 | val_acc 54.49 | lr 8.10e-04| best
| epoch 117 | time  3.36s | loss 1.2635 | train_acc 54.93 | val_acc 54.24 | lr 8.06e-04|
| epoch 118 | time  3.38s | loss 1.2588 | train_acc 55.33 | val_acc 53.33 | lr 8.03e-04|
| epoch 119 | time  3.36s | loss 1.2559 | train_acc 55.48 | val_acc 54.43 | lr 8.00e-04|
| epoch 120 | time  3.39s | loss 1.2581 | train_acc 55.00 | val_acc 53.79 | lr 7.97e-04|
| epoch 121 | time  3.36s | loss 1.2565 | train_acc 55.41 | val_acc 54.69 | lr 7.94e-04| best
| epoch 122 | time  3.36s | loss 1.2502 | train_acc 55.33 | val_acc 53.94 | lr 7.91e-04|
| epoch 123 | time  3.36s | loss 1.2504 | train_acc 55.46 | val_acc 52.09 | lr 7.88e-04|
| epoch 124 | time  3.37s | loss 1.2513 | train_acc 55.43 | val_acc 53.10 | lr 7.84e-04|
| epoch 125 | time  3.36s | loss 1.2462 | train_acc 55.69 | val_acc 52.30 | lr 7.81e-04|
| epoch 126 | time  3.37s | loss 1.2496 | train_acc 55.32 | val_acc 52.11 | lr 7.78e-04|
| epoch 127 | time  3.37s | loss 1.2484 | train_acc 55.62 | val_acc 53.70 | lr 7.75e-04|
| epoch 128 | time  3.38s | loss 1.2458 | train_acc 55.63 | val_acc 55.02 | lr 7.71e-04| best
| epoch 129 | time  3.38s | loss 1.2447 | train_acc 55.92 | val_acc 54.16 | lr 7.68e-04|
| epoch 130 | time  3.36s | loss 1.2442 | train_acc 55.95 | val_acc 55.06 | lr 7.65e-04| best
| epoch 131 | time  3.36s | loss 1.2433 | train_acc 55.96 | val_acc 55.70 | lr 7.61e-04| best
| epoch 132 | time  3.38s | loss 1.2376 | train_acc 56.06 | val_acc 53.66 | lr 7.58e-04|
| epoch 133 | time  3.36s | loss 1.2400 | train_acc 55.73 | val_acc 53.49 | lr 7.55e-04|
| epoch 134 | time  3.36s | loss 1.2418 | train_acc 56.03 | val_acc 55.80 | lr 7.51e-04| best
| epoch 135 | time  3.37s | loss 1.2377 | train_acc 56.28 | val_acc 54.66 | lr 7.48e-04|
| epoch 136 | time  3.37s | loss 1.2359 | train_acc 56.15 | val_acc 55.19 | lr 7.44e-04|
| epoch 137 | time  3.37s | loss 1.2343 | train_acc 56.11 | val_acc 55.27 | lr 7.41e-04|
| epoch 138 | time  3.37s | loss 1.2304 | train_acc 56.35 | val_acc 53.97 | lr 7.37e-04|
| epoch 139 | time  3.36s | loss 1.2328 | train_acc 56.27 | val_acc 53.69 | lr 7.34e-04|
| epoch 140 | time  3.36s | loss 1.2302 | train_acc 56.31 | val_acc 55.52 | lr 7.30e-04|
| epoch 141 | time  3.38s | loss 1.2299 | train_acc 56.19 | val_acc 51.73 | lr 7.27e-04|
| epoch 142 | time  3.36s | loss 1.2289 | train_acc 56.32 | val_acc 54.53 | lr 7.23e-04|
| epoch 143 | time  3.37s | loss 1.2313 | train_acc 56.36 | val_acc 54.02 | lr 7.20e-04|
| epoch 144 | time  3.36s | loss 1.2272 | train_acc 56.25 | val_acc 52.47 | lr 7.16e-04|
| epoch 145 | time  3.36s | loss 1.2259 | train_acc 56.42 | val_acc 54.41 | lr 7.13e-04|
| epoch 146 | time  3.36s | loss 1.2241 | train_acc 56.51 | val_acc 52.98 | lr 7.09e-04|
| epoch 147 | time  3.38s | loss 1.2203 | train_acc 56.66 | val_acc 54.81 | lr 7.06e-04|
| epoch 148 | time  3.36s | loss 1.2204 | train_acc 56.60 | val_acc 53.62 | lr 7.02e-04|
| epoch 149 | time  3.38s | loss 1.2241 | train_acc 56.54 | val_acc 55.50 | lr 6.99e-04|
| epoch 150 | time  3.36s | loss 1.2187 | train_acc 56.80 | val_acc 53.36 | lr 6.95e-04|
| epoch 151 | time  3.36s | loss 1.2178 | train_acc 56.92 | val_acc 55.00 | lr 6.91e-04|
| epoch 152 | time  3.37s | loss 1.2200 | train_acc 56.77 | val_acc 56.66 | lr 6.88e-04| best
| epoch 153 | time  3.35s | loss 1.2164 | train_acc 56.81 | val_acc 54.63 | lr 6.84e-04|
| epoch 154 | time  3.35s | loss 1.2174 | train_acc 56.68 | val_acc 54.05 | lr 6.80e-04|
| epoch 155 | time  3.37s | loss 1.2157 | train_acc 56.87 | val_acc 56.56 | lr 6.77e-04|
| epoch 156 | time  3.36s | loss 1.2148 | train_acc 56.71 | val_acc 54.57 | lr 6.73e-04|
| epoch 157 | time  3.36s | loss 1.2152 | train_acc 56.92 | val_acc 54.52 | lr 6.69e-04|
| epoch 158 | time  3.37s | loss 1.2131 | train_acc 56.91 | val_acc 54.70 | lr 6.66e-04|
| epoch 159 | time  3.36s | loss 1.2117 | train_acc 57.05 | val_acc 53.11 | lr 6.62e-04|
| epoch 160 | time  3.36s | loss 1.2103 | train_acc 57.10 | val_acc 55.58 | lr 6.58e-04|
| epoch 161 | time  3.36s | loss 1.2086 | train_acc 57.08 | val_acc 56.34 | lr 6.55e-04|
| epoch 162 | time  3.37s | loss 1.2110 | train_acc 57.18 | val_acc 54.01 | lr 6.51e-04|
| epoch 163 | time  3.38s | loss 1.2101 | train_acc 57.20 | val_acc 54.56 | lr 6.47e-04|
| epoch 164 | time  3.36s | loss 1.2074 | train_acc 57.39 | val_acc 55.83 | lr 6.43e-04|
| epoch 165 | time  3.39s | loss 1.2049 | train_acc 57.22 | val_acc 55.95 | lr 6.39e-04|
| epoch 166 | time  3.37s | loss 1.2031 | train_acc 57.40 | val_acc 55.10 | lr 6.36e-04|
| epoch 167 | time  3.37s | loss 1.2042 | train_acc 57.48 | val_acc 55.22 | lr 6.32e-04|
| epoch 168 | time  3.37s | loss 1.2039 | train_acc 57.50 | val_acc 56.75 | lr 6.28e-04| best
| epoch 169 | time  3.38s | loss 1.2050 | train_acc 57.34 | val_acc 56.71 | lr 6.24e-04|
| epoch 170 | time  3.37s | loss 1.1981 | train_acc 57.61 | val_acc 54.82 | lr 6.21e-04|
| epoch 171 | time  3.36s | loss 1.1988 | train_acc 57.55 | val_acc 55.08 | lr 6.17e-04|
| epoch 172 | time  3.37s | loss 1.2024 | train_acc 57.24 | val_acc 56.30 | lr 6.13e-04|
| epoch 173 | time  3.36s | loss 1.2014 | train_acc 57.55 | val_acc 56.61 | lr 6.09e-04|
| epoch 174 | time  3.37s | loss 1.1951 | train_acc 57.84 | val_acc 55.08 | lr 6.05e-04|
| epoch 175 | time  3.36s | loss 1.1998 | train_acc 57.38 | val_acc 55.54 | lr 6.01e-04|
| epoch 176 | time  3.37s | loss 1.1955 | train_acc 57.51 | val_acc 55.09 | lr 5.98e-04|
| epoch 177 | time  3.36s | loss 1.1953 | train_acc 57.59 | val_acc 55.76 | lr 5.94e-04|
| epoch 178 | time  3.35s | loss 1.1935 | train_acc 57.65 | val_acc 56.37 | lr 5.90e-04|
| epoch 179 | time  3.38s | loss 1.1948 | train_acc 57.82 | val_acc 56.02 | lr 5.86e-04|
| epoch 180 | time  3.37s | loss 1.1935 | train_acc 57.73 | val_acc 55.62 | lr 5.82e-04|
| epoch 181 | time  3.36s | loss 1.1901 | train_acc 57.80 | val_acc 56.55 | lr 5.78e-04|
| epoch 182 | time  3.38s | loss 1.1868 | train_acc 58.00 | val_acc 56.06 | lr 5.74e-04|
| epoch 183 | time  3.38s | loss 1.1920 | train_acc 57.81 | val_acc 55.95 | lr 5.70e-04|
| epoch 184 | time  3.37s | loss 1.1900 | train_acc 57.80 | val_acc 56.31 | lr 5.67e-04|
| epoch 185 | time  3.39s | loss 1.1880 | train_acc 58.07 | val_acc 57.76 | lr 5.63e-04| best
| epoch 186 | time  3.36s | loss 1.1893 | train_acc 57.79 | val_acc 55.88 | lr 5.59e-04|
| epoch 187 | time  3.36s | loss 1.1869 | train_acc 57.99 | val_acc 56.07 | lr 5.55e-04|
| epoch 188 | time  3.36s | loss 1.1864 | train_acc 57.77 | val_acc 57.19 | lr 5.51e-04|
| epoch 189 | time  3.36s | loss 1.1870 | train_acc 57.99 | val_acc 56.09 | lr 5.47e-04|
| epoch 190 | time  3.36s | loss 1.1843 | train_acc 58.02 | val_acc 53.06 | lr 5.43e-04|
| epoch 191 | time  3.38s | loss 1.1854 | train_acc 58.00 | val_acc 55.29 | lr 5.39e-04|
